WKT,name,description
"POLYGON ((-79.8817419 43.2689328, -79.8832869 43.26705, -79.8849392 43.2678977, -79.8856902 43.2677766, -79.89557 43.2455894, -79.8902685 43.2442821, -79.8852454 43.2454811, -79.8780757 43.2459093, -79.8735646 43.2453276, -79.8658741 43.2457889, -79.8616828 43.2459797, -79.8519387 43.2446853, -79.8408623 43.241455, -79.8354503 43.2393223, -79.823709 43.2326791, -79.8122735 43.2604173, -79.8516829 43.2707113, -79.8496757 43.2756831, -79.8615041 43.2783018, -79.86229 43.2766348, -79.8604943 43.2761606, -79.8601891 43.2749998, -79.86156 43.2751634, -79.8635598 43.2750558, -79.8644684 43.2749082, -79.8666313 43.2741119, -79.8679387 43.2757351, -79.8687196 43.2754509, -79.8676443 43.2743659, -79.868789 43.2728108, -79.8692003 43.2732675, -79.8696849 43.2729822, -79.8684279 43.2722908, -79.8675311 43.271576, -79.8687403 43.2710799, -79.8696829 43.2701464, -79.8699905 43.2716833, -79.8712977 43.2733482, -79.8727319 43.2729424, -79.8756618 43.2735129, -79.8758982 43.2732864, -79.8747853 43.2716597, -79.8763364 43.2716133, -79.8768843 43.2715943, -79.8772076 43.2713024, -79.8721687 43.2698125, -79.8724764 43.269567, -79.8733922 43.2683103, -79.8761246 43.2676874, -79.879551 43.2683944, -79.8805674 43.2688864, -79.8817419 43.2689328))",Polygon 1,
